3,60,-999,-999,-999,-999,661
4,120,-999,-999,-999,-999,22
1,60,-999,-999,-999,-999,625
2,60,-999,-999,-999,-999,636
3,60,-999,-999,-999,-999,659
4,120,-999,-999,-999,-999,22
1,60,-999,-999,-999,-999,609
2,60,-999,-999,-999,-999,634
3,60,-999,-999,-999,-999,658
4,120,-999,-999,-999,-999,23
1,60,-999,-999,-999,-999,680
2,60,-999,-999,-999,-999,640
3,60,-999,-999,-999,-999,666
4,120,-999,-999,-999,-999,17
1,60,-999,-999,-999,-999,657
2,60,-999,-999,-999,-999,635
3,60,-999,-999,-999,-999,669
4,120,-999,-999,-999,-999,28
1,60,-999,-999,-999,-999,638
2,60,-999,-999,-999,-999,638
3,60,-999,-999,-999,-999,667
4,120,-999,-999,-999,-999,20
1,60,-999,-999,-999,-999,630
2,60,-999,-999,-999,-999,634
3,60,-999,-999,-999,-999,661
4,120,-999,-999,-999,-999,21
1,60,-999,-999,-999,-999,670
2,60,-999,-999,-999,-999,628
3,60,-999,-999,-999,-999,671
4,120,-999,-999,-999,-999,19
1,60,-999,-999,-999,-999,618
2,60,-999,-999,-999,-999,686
3,60,-999,-999,-999,-999,663
4,120,-999,-999,-999,-999,15
1,60,-999,-999,-999,-999,605
2,60,-999,-999,-999,-999,646
3,60,-999,-999,-999,-999,648
4,120,-999,-999,-999,-999,15
1,60,-999,-999,-999,-999,502
2,60,-999,-999,-999,-999,688
3,60,-999,-999,-999,-999,687
4,120,-999,-999,-999,-999,20
1,60,-999,-999,-999,-999,565
2,60,-999,-999,-999,-999,703
3,60,-999,-999,-999,-999,697
4,120,-999,-999,-999,-999,16
1,60,-999,-999,-999,-999,583
2,60,-999,-999,-999,-999,707
3,60,-999,-999,-999,-999,693
4,120,-999,-999,-999,-999,16
1,60,-999,-999,-999,-999,568
2,60,-999,-999,-999,-999,705
3,60,-999,-999,-999,-999,691
4,120,-999,-999,-999,-999,16
1,60,-999,-999,-999,-999,585
2,60,-999,-999,-999,-999,699
3,60,-999,-999,-999,-999,688
4,120,-999,-999,-999,-999,16
1,60,-999,-999,-999,-999,577
2,60,-999,-999,-999,-999,693
3,60,-999,-999,-999,-999,677
4,120,-999,-999,-999,-999,16
1,60,-999,-999,-999,-999,576
2,60,-999,-999,-999,-999,693
3,60,-999,-999,-999,-999,689
4,120,-999,-999,-999,-999,16
1,60,-999,-999,-999,-999,571
2,60,-999,-999,-999,-999,703
3,60,-999,-999,-999,-999,674
4,120,-999,-999,-999,-999,18
