1,60,-999,-999,-999,-999,776
2,60,-999,-999,-999,-999,719
3,60,-999,-999,-999,-999,517
4,120,-999,-999,-999,-999,39
1,60,-999,-999,-999,-999,762
2,60,-999,-999,-999,-999,716
1,60,-999,-999,-999,-999,751
2,60,-999,-999,-999,-999,733
3,60,-999,-999,-999,-999,727
4,120,-999,-999,-999,-999,11
1,60,-999,-999,-999,-999,726
1,60,-999,-999,-999,-999,753
2,60,-999,-999,-999,-999,729
1,60,-999,-999,-999,-999,769
2,60,-999,-999,-999,-999,721
1,60,-999,-999,-999,-999,729
1,60,-999,-999,-999,-999,751
1,60,-999,-999,-999,-999,741
2,60,-999,-999,-999,-999,713
3,60,-999,-999,-999,-999,711
4,120,-999,-999,-999,-999,10
1,60,-999,-999,-999,-999,738
1,60,-999,-999,-999,-999,725
1,60,-999,-999,-999,-999,717
1,60,-999,-999,-999,-999,736
2,60,-999,-999,-999,-999,761
3,60,-999,-999,-999,-999,702
4,120,-999,-999,-999,-999,13
1,60,-999,-999,-999,-999,673
2,60,-999,-999,-999,-999,715
3,60,-999,-999,-999,-999,671
4,120,-999,-999,-999,-999,3
1,60,-999,-999,-999,-999,651
2,60,-999,-999,-999,-999,639
3,120,-999,-999,-999,-999,9
4,120,-999,-999,-999,-999,10
1,60,-999,-999,-999,-999,647
2,60,-999,-999,-999,-999,622
3,120,-999,-999,-999,-999,9
4,120,-999,-999,-999,-999,8
1,60,-999,-999,-999,-999,624
2,60,-999,-999,-999,-999,606
3,120,-999,-999,-999,-999,10
4,120,-999,-999,-999,-999,10
1,60,-999,-999,-999,-999,624
2,60,-999,-999,-999,-999,622
3,120,-999,-999,-999,-999,14
4,120,-999,-999,-999,-999,8
1,60,-999,-999,-999,-999,628
2,60,-999,-999,-999,-999,612
3,120,-999,-999,-999,-999,6
4,120,-999,-999,-999,-999,3
1,60,-999,-999,-999,-999,712
1,60,-999,-999,-999,-999,676
2,60,-999,-999,-999,-999,637
3,120,-999,-999,-999,-999,25
4,120,-999,-999,-999,-999,7
1,60,-999,-999,-999,-999,682
2,60,-999,-999,-999,-999,636
3,120,-999,-999,-999,-999,9
4,120,-999,-999,-999,-999,6
1,60,-999,-999,-999,-999,615
2,60,-999,-999,-999,-999,589
3,120,-999,-999,-999,-999,13
4,120,-999,-999,-999,-999,9
1,60,-999,-999,-999,-999,609
2,60,-999,-999,-999,-999,587
3,120,-999,-999,-999,-999,21
4,120,-999,-999,-999,-999,8
1,60,-999,-999,-999,-999,588
2,60,-999,-999,-999,-999,596
3,120,-999,-999,-999,-999,21
4,0,-999,-999,-999,-999,0
1,60,-999,-999,-999,-999,594
2,60,-999,-999,-999,-999,597
3,120,-999,-999,-999,-999,22
4,120,-999,-999,-999,-999,10
1,60,-999,-999,-999,-999,589
2,60,-999,-999,-999,-999,599
3,120,-999,-999,-999,-999,15
4,120,-999,-999,-999,-999,6
1,60,-999,-999,-999,-999,585
2,60,-999,-999,-999,-999,605
3,120,-999,-999,-999,-999,22
4,120,-999,-999,-999,-999,10
1,60,-999,-999,-999,-999,582
2,60,-999,-999,-999,-999,591
3,120,-999,-999,-999,-999,14
4,120,-999,-999,-999,-999,7
1,60,-999,-999,-999,-999,555
2,60,-999,-999,-999,-999,579
3,120,-999,-999,-999,-999,25
4,0,-999,-999,-999,-999,0
1,60,-999,-999,-999,-999,553
2,60,-999,-999,-999,-999,580
3,120,-999,-999,-999,-999,15
4,120,-999,-999,-999,-999,9
1,60,-999,-999,-999,-999,573
2,60,-999,-999,-999,-999,575
3,120,-999,-999,-999,-999,220
4,120,-999,-999,-999,-999,9
1,60,-999,-999,-999,-999,568
2,60,-999,-999,-999,-999,588
3,120,-999,-999,-999,-999,166
4,120,-999,-999,-999,-999,8
1,60,-999,-999,-999,-999,576
2,60,-999,-999,-999,-999,595
3,120,-999,-999,-999,-999,103
4,120,-999,-999,-999,-999,9
1,60,-999,-999,-999,-999,560
2,60,-999,-999,-999,-999,609
3,120,-999,-999,-999,-999,18
4,120,-999,-999,-999,-999,9
1,60,-999,-999,-999,-999,531
2,60,-999,-999,-999,-999,585
3,120,-999,-999,-999,-999,5
4,120,-999,-999,-999,-999,7
1,60,-999,-999,-999,-999,541
2,60,-999,-999,-999,-999,617
3,60,-999,-999,-999,-999,710
4,120,-999,-999,-999,-999,11
1,60,-999,-999,-999,-999,699
2,60,-999,-999,-999,-999,703
3,60,-999,-999,-999,-999,707
4,60,-999,-999,-999,-999,725
1,60,-999,-999,-999,-999,548
2,60,-999,-999,-999,-999,683
3,60,-999,-999,-999,-999,664
4,120,-999,-999,-999,-999,18
1,60,-999,-999,-999,-999,692
2,60,-999,-999,-999,-999,680
3,60,-999,-999,-999,-999,676
4,120,-999,-999,-999,-999,11
1,60,-999,-999,-999,-999,709
2,60,-999,-999,-999,-999,688
3,60,-999,-999,-999,-999,667
4,120,-999,-999,-999,-999,12
1,60,-999,-999,-999,-999,602
2,60,-999,-999,-999,-999,673
3,60,-999,-999,-999,-999,674
4,120,-999,-999,-999,-999,11
1,60,-999,-999,-999,-999,582
2,60,-999,-999,-999,-999,665
3,60,-999,-999,-999,-999,670
4,120,-999,-999,-999,-999,13
1,60,-999,-999,-999,-999,577
2,60,-999,-999,-999,-999,686
3,60,-999,-999,-999,-999,663
4,120,-999,-999,-999,-999,11
1,60,-999,-999,-999,-999,561
2,60,-999,-999,-999,-999,661
3,60,-999,-999,-999,-999,654
4,120,-999,-999,-999,-999,11
1,60,-999,-999,-999,-999,551
2,60,-999,-999,-999,-999,660
3,60,-999,-999,-999,-999,666
4,60,-999,-999,-999,-999,658
1,60,-999,-999,-999,-999,560
2,60,-999,-999,-999,-999,658
3,60,-999,-999,-999,-999,654
4,60,-999,-999,-999,-999,647
1,60,-999,-999,-999,-999,539
2,60,-999,-999,-999,-999,658
3,60,-999,-999,-999,-999,654
4,60,-999,-999,-999,-999,647
1,60,-999,-999,-999,-999,545
2,60,-999,-999,-999,-999,654
3,60,-999,-999,-999,-999,654
4,60,-999,-999,-999,-999,647
1,60,-999,-999,-999,-999,544
2,60,-999,-999,-999,-999,654
3,60,-999,-999,-999,-999,664
4,60,-999,-999,-999,-999,653
1,60,-999,-999,-999,-999,549
2,60,-999,-999,-999,-999,650
3,60,-999,-999,-999,-999,655
4,60,-999,-999,-999,-999,645
1,60,-999,-999,-999,-999,547
2,60,-999,-999,-999,-999,639
3,60,-999,-999,-999,-999,654
4,60,-999,-999,-999,-999,644
1,60,-999,-999,-999,-999,536
2,60,-999,-999,-999,-999,642
3,60,-999,-999,-999,-999,654
4,60,-999,-999,-999,-999,644
1,60,-999,-999,-999,-999,532
2,60,-999,-999,-999,-999,645
3,60,-999,-999,-999,-999,664
4,60,-999,-999,-999,-999,648
1,60,-999,-999,-999,-999,528
2,60,-999,-999,-999,-999,632
3,60,-999,-999,-999,-999,653
4,60,-999,-999,-999,-999,650
1,60,-999,-999,-999,-999,513
2,60,-999,-999,-999,-999,641
3,60,-999,-999,-999,-999,645
4,60,-999,-999,-999,-999,641
1,60,-999,-999,-999,-999,520
2,60,-999,-999,-999,-999,603
3,60,-999,-999,-999,-999,657
4,60,-999,-999,-999,-999,645
1,60,-999,-999,-999,-999,538
2,60,-999,-999,-999,-999,640
3,60,-999,-999,-999,-999,660
4,60,-999,-999,-999,-999,644
1,60,-999,-999,-999,-999,534
2,60,-999,-999,-999,-999,645
3,60,-999,-999,-999,-999,651
4,60,-999,-999,-999,-999,651
1,60,-999,-999,-999,-999,531
2,60,-999,-999,-999,-999,661
3,60,-999,-999,-999,-999,648
4,60,-999,-999,-999,-999,644
1,60,-999,-999,-999,-999,546
2,60,-999,-999,-999,-999,664
3,60,-999,-999,-999,-999,662
4,120,-999,-999,-999,-999,22
1,60,-999,-999,-999,-999,562
2,60,-999,-999,-999,-999,666
3,60,-999,-999,-999,-999,676
4,120,-999,-999,-999,-999,24
1,60,-999,-999,-999,-999,531
2,60,-999,-999,-999,-999,667
3,60,-999,-999,-999,-999,681
4,120,-999,-999,-999,-999,38
1,60,-999,-999,-999,-999,669
2,60,-999,-999,-999,-999,658
3,60,-999,-999,-999,-999,685
4,120,-999,-999,-999,-999,26
1,60,-999,-999,-999,-999,439
2,60,-999,-999,-999,-999,661
3,60,-999,-999,-999,-999,674
4,120,-999,-999,-999,-999,32
1,60,-999,-999,-999,-999,403
2,60,-999,-999,-999,-999,655
3,60,-999,-999,-999,-999,668
4,120,-999,-999,-999,-999,26
1,60,-999,-999,-999,-999,684
2,60,-999,-999,-999,-999,652
3,60,-999,-999,-999,-999,664
4,120,-999,-999,-999,-999,21
1,60,-999,-999,-999,-999,622
2,60,-999,-999,-999,-999,656
3,60,-999,-999,-999,-999,666
4,120,-999,-999,-999,-999,25
1,60,-999,-999,-999,-999,636
2,60,-999,-999,-999,-999,648
3,60,-999,-999,-999,-999,658
4,120,-999,-999,-999,-999,21
1,60,-999,-999,-999,-999,615
2,60,-999,-999,-999,-999,644
3,60,-999,-999,-999,-999,671
4,120,-999,-999,-999,-999,21
1,60,-999,-999,-999,-999,626
2,60,-999,-999,-999,-999,639
3,60,-999,-999,-999,-999,661
4,120,-999,-999,-999,-999,16
1,60,-999,-999,-999,-999,639
2,60,-999,-999,-999,-999,646
