1,60,-999,-999,-999,-999,721
2,0,-999,-999,-999,-999,991
3,120,-999,-999,-999,-999,9
4,60,-999,-999,-999,-999,747
1,60,-999,-999,-999,-999,726
2,60,-999,-999,-999,-999,718
3,120,-999,-999,-999,-999,7
4,120,-999,-999,-999,-999,5
1,60,-999,-999,-999,-999,716
1,60,-999,-999,-999,-999,720
2,60,-999,-999,-999,-999,710
1,60,-999,-999,-999,-999,745
1,60,-999,-999,-999,-999,744
2,60,-999,-999,-999,-999,741
3,120,-999,-999,-999,-999,15
4,120,-999,-999,-999,-999,15
1,60,-999,-999,-999,-999,422
1,60,-999,-999,-999,-999,436
2,60,-999,-999,-999,-999,475
3,60,-999,-999,-999,-999,660
4,120,-999,-999,-999,-999,379
1,60,-999,-999,-999,-999,617
1,60,-999,-999,-999,-999,568
1,60,-999,-999,-999,-999,545
2,60,-999,-999,-999,-999,550
3,60,-999,-999,-999,-999,666
4,120,-999,-999,-999,-999,354
1,120,-999,-999,-999,-999,8
2,60,-999,-999,-999,-999,645
3,60,-999,-999,-999,-999,601
4,60,-999,-999,-999,-999,627
1,60,-999,-999,-999,-999,688
2,60,-999,-999,-999,-999,654
3,60,-999,-999,-999,-999,606
4,60,-999,-999,-999,-999,666
1,60,-999,-999,-999,-999,711
2,60,-999,-999,-999,-999,750
3,60,-999,-999,-999,-999,537
4,60,-999,-999,-999,-999,657
1,60,-999,-999,-999,-999,670
2,60,-999,-999,-999,-999,729
3,60,-999,-999,-999,-999,563
4,60,-999,-999,-999,-999,687
1,60,-999,-999,-999,-999,625
2,60,-999,-999,-999,-999,670
3,60,-999,-999,-999,-999,609
4,60,-999,-999,-999,-999,696
1,60,-999,-999,-999,-999,615
2,60,-999,-999,-999,-999,637
3,60,-999,-999,-999,-999,515
4,60,-999,-999,-999,-999,670
1,60,-999,-999,-999,-999,615
2,60,-999,-999,-999,-999,646
3,60,-999,-999,-999,-999,511
4,60,-999,-999,-999,-999,666
1,60,-999,-999,-999,-999,745
2,60,-999,-999,-999,-999,674
3,60,-999,-999,-999,-999,552
4,60,-999,-999,-999,-999,708
1,60,-999,-999,-999,-999,635
2,60,-999,-999,-999,-999,661
3,60,-999,-999,-999,-999,494
4,60,-999,-999,-999,-999,666
1,60,-999,-999,-999,-999,645
2,60,-999,-999,-999,-999,672
3,60,-999,-999,-999,-999,494
4,60,-999,-999,-999,-999,674
1,60,-999,-999,-999,-999,649
2,60,-999,-999,-999,-999,677
3,60,-999,-999,-999,-999,481
4,60,-999,-999,-999,-999,674
1,60,-999,-999,-999,-999,641
2,60,-999,-999,-999,-999,674
3,60,-999,-999,-999,-999,494
4,60,-999,-999,-999,-999,675
1,60,-999,-999,-999,-999,644
2,60,-999,-999,-999,-999,676
3,60,-999,-999,-999,-999,476
4,60,-999,-999,-999,-999,643
1,60,-999,-999,-999,-999,640
2,60,-999,-999,-999,-999,680
3,60,-999,-999,-999,-999,471
4,60,-999,-999,-999,-999,631
1,60,-999,-999,-999,-999,643
2,60,-999,-999,-999,-999,682
3,60,-999,-999,-999,-999,468
4,60,-999,-999,-999,-999,615
1,60,-999,-999,-999,-999,645
2,60,-999,-999,-999,-999,684
3,60,-999,-999,-999,-999,472
4,60,-999,-999,-999,-999,619
1,60,-999,-999,-999,-999,658
2,60,-999,-999,-999,-999,691
3,60,-999,-999,-999,-999,483
4,60,-999,-999,-999,-999,617
1,60,-999,-999,-999,-999,681
2,60,-999,-999,-999,-999,707
3,60,-999,-999,-999,-999,509
4,60,-999,-999,-999,-999,659
1,60,-999,-999,-999,-999,653
2,60,-999,-999,-999,-999,706
3,60,-999,-999,-999,-999,512
4,60,-999,-999,-999,-999,632
1,120,-999,-999,-999,-999,17
2,60,-999,-999,-999,-999,711
3,60,-999,-999,-999,-999,554
4,60,-999,-999,-999,-999,692
1,60,-999,-999,-999,-999,686
2,60,-999,-999,-999,-999,718
3,60,-999,-999,-999,-999,533
4,60,-999,-999,-999,-999,664
1,60,-999,-999,-999,-999,691
2,60,-999,-999,-999,-999,720
3,60,-999,-999,-999,-999,518
4,60,-999,-999,-999,-999,666
1,60,-999,-999,-999,-999,691
2,60,-999,-999,-999,-999,727
3,60,-999,-999,-999,-999,514
4,60,-999,-999,-999,-999,665
1,60,-999,-999,-999,-999,683
2,60,-999,-999,-999,-999,719
3,60,-999,-999,-999,-999,541
4,60,-999,-999,-999,-999,661
1,60,-999,-999,-999,-999,682
2,60,-999,-999,-999,-999,717
3,60,-999,-999,-999,-999,524
4,60,-999,-999,-999,-999,661
1,60,-999,-999,-999,-999,682
2,60,-999,-999,-999,-999,716
3,120,-999,-999,-999,-999,29
4,60,-999,-999,-999,-999,669
1,60,-999,-999,-999,-999,685
2,60,-999,-999,-999,-999,721
3,120,-999,-999,-999,-999,29
4,60,-999,-999,-999,-999,657
1,60,-999,-999,-999,-999,689
2,60,-999,-999,-999,-999,714
3,120,-999,-999,-999,-999,29
4,60,-999,-999,-999,-999,669
1,60,-999,-999,-999,-999,679
2,60,-999,-999,-999,-999,713
3,120,-999,-999,-999,-999,28
4,60,-999,-999,-999,-999,667
1,60,-999,-999,-999,-999,686
2,60,-999,-999,-999,-999,724
3,120,-999,-999,-999,-999,28
4,60,-999,-999,-999,-999,661
1,60,-999,-999,-999,-999,687
2,60,-999,-999,-999,-999,723
3,120,-999,-999,-999,-999,29
4,60,-999,-999,-999,-999,666
1,60,-999,-999,-999,-999,667
2,60,-999,-999,-999,-999,712
3,120,-999,-999,-999,-999,29
4,60,-999,-999,-999,-999,667
1,60,-999,-999,-999,-999,674
2,60,-999,-999,-999,-999,700
3,120,-999,-999,-999,-999,24
4,60,-999,-999,-999,-999,664
1,60,-999,-999,-999,-999,670
2,60,-999,-999,-999,-999,719
3,120,-999,-999,-999,-999,23
4,60,-999,-999,-999,-999,665
1,60,-999,-999,-999,-999,657
2,60,-999,-999,-999,-999,711
3,120,-999,-999,-999,-999,22
4,60,-999,-999,-999,-999,666
1,60,-999,-999,-999,-999,668
2,60,-999,-999,-999,-999,710
3,120,-999,-999,-999,-999,23
4,60,-999,-999,-999,-999,667
